1	14060001	14170000	+	0.015503876
1	14170001	14280000	+	0.015503876
1	14280001	14390000	+	0.015503876
1	14390001	14500000	+	0.046511628
1	14500001	14590000	+	0.015503876
1	14700001	14810000	+	0
1	14810001	14920000	+	0
1	14920001	15030000	+	0
1	15030001	15140000	+	0
1	15200001	15280000	+	0
1	15340001	15450000	+	0.031007752
1	15450001	15560000	+	0.07751938
1	15560001	15670000	+	0.015503876
1	15670001	15750000	+	0
1	15810001	15920000	+	0
1	15920001	15960000	+	0
1	16020001	16130000	+	0.031007752
1	16130001	16240000	+	0
1	16240001	16350000	+	0.015503876
1	16350001	16460000	+	0.031007752
1	16460001	16570000	+	0.015503876
1	16570001	16680000	+	0.031007752
1	16680001	16790000	+	0
1	16790001	16900000	+	0.015503876
1	16900001	17010000	+	0.093023256
1	17010001	17120000	+	0.046511628
1	17120001	17230000	+	0.046511628
1	17230001	17340000	+	0.015503876
1	17340001	17450000	+	0
1	17450001	17560000	+	0.062015504
1	17560001	17670000	+	0.015503876
1	17670001	17780000	+	0
1	17780001	17890000	+	0
1	17890001	17960000	+	0.015503876
1	18020001	18130000	+	0
1	18130001	18240000	+	0.015503876
1	18300001	18410000	+	0.031007752
1	18410001	18520000	+	0
1	18520001	18630000	+	0
1	18630001	18740000	+	0.062015504
1	18740001	18850000	+	0.015503876
1	18850001	18960000	+	0
1	18960001	19050000	+	0
1	19110001	19220000	+	0.031007752
1	19220001	19330000	+	0.015503876
1	19330001	19440000	+	0.031007752
1	19440001	19550000	+	0.062015504
1	19550001	19660000	+	0.046511628
1	19660001	19770000	+	0
1	19770001	19800000	+	0
1	19860001	19970000	+	0
1	19970001	20080000	+	0
1	20080001	20190000	+	0
1	20190001	20300000	+	0.015503876
1	20300001	20380000	+	0
1	20440001	20550000	+	0.015503876
1	20550001	20660000	+	0.031007752
1	20660001	20770000	+	0.046511628
1	20770001	20880000	+	0.031007752
1	20880001	20990000	+	0
1	20990001	21100000	+	0
1	21100001	21210000	+	0
1	21210001	21280000	+	0
1	21340001	21450000	+	0.015503876
1	21450001	21560000	+	0.015503876
1	21560001	21670000	+	0
1	21670001	21780000	+	0
1	21780001	21890000	+	0
1	21890001	22000000	+	0.031007752
1	22000001	22080000	+	0
1	22140001	22250000	+	0.015503876
1	22250001	22340000	+	0
1	22400001	22510000	+	0.031007752
1	22510001	22620000	+	0
1	22620001	22730000	+	0.015503876
1	22730001	22840000	+	0
1	22840001	22950000	+	0.031007752
1	22950001	23060000	+	0
1	23060001	23170000	+	0.062015504
1	23170001	23280000	+	0.015503876
1	23280001	23390000	+	0
1	23390001	23500000	+	0.031007752
1	23500001	23610000	+	0.062015504
1	23610001	23720000	+	0.031007752
1	23720001	23830000	+	0.015503876
1	23830001	23940000	+	0.015503876
1	23940001	24050000	+	0.046511628
1	24050001	24160000	+	0.015503876
1	24160001	24270000	+	0.062015504
1	24270001	24380000	+	0
1	24380001	24490000	+	0.015503876
1	24490001	24600000	+	0.031007752
1	24600001	24710000	+	0
1	24710001	24740000	+	0
1	24800001	24900000	+	0
1	24960001	25070000	+	0.015503876
1	25130001	25240000	+	0.031007752
1	25240001	25350000	+	0.046511628
1	25350001	25460000	+	0.015503876
1	25460001	25570000	+	0.031007752
1	25570001	25680000	+	0.015503876
1	25680001	25760000	+	0
1	25820001	25930000	+	0
1	25930001	26040000	+	0.031007752
1	26040001	26150000	+	0.031007752
1	26150001	26260000	+	0.046511628
1	26260001	26370000	+	0
1	26370001	26480000	+	0.046511628
1	26480001	26590000	+	0.031007752
1	26590001	26700000	+	0
1	26700001	26810000	+	0
1	26810001	26920000	+	0.015503876
1	26920001	27030000	+	0.046511628
1	27030001	27140000	+	0
1	27200001	27310000	+	0
1	27310001	27420000	+	0.046511628
1	27420001	27530000	+	0.031007752
1	27530001	27640000	+	0
1	27640001	27750000	+	0.015503876
1	27750001	27860000	+	0.062015504
1	27860001	27970000	+	0.015503876
1	27970001	28080000	+	0
1	28080001	28190000	+	0.015503876
1	28190001	28300000	+	0.031007752
1	28300001	28310000	+	0
1	28370001	28480000	+	0
1	28480001	28590000	+	0
1	28590001	28700000	+	0.046511628
1	28700001	28810000	+	0
1	28810001	28920000	+	0.046511628
1	28920001	29030000	+	0.046511628
1	29030001	29140000	+	0.046511628
1	29140001	29250000	+	0
1	29250001	29360000	+	0.015503876
1	29360001	29470000	+	0.062015504
1	29470001	29580000	+	0
1	29580001	29690000	+	0
1	29690001	29800000	+	0.015503876
1	29800001	29890000	+	0.015503876
2	1	110000	+	0.031007752
2	110001	120000	+	0
2	180001	290000	+	0
2	290001	310000	+	0
2	370001	480000	+	0
2	480001	590000	+	0
2	590001	700000	+	0.046511628
2	700001	730000	+	0
2	790001	900000	+	0
2	900001	1010000	+	0
2	1010001	1110000	+	0
2	1170001	1280000	+	0
2	1280001	1390000	+	0
2	1390001	1470000	+	0
2	1530001	1640000	+	0
2	1640001	1750000	+	0
2	1750001	1860000	+	0
2	1860001	1890000	+	0
2	1950001	2060000	+	0.015503876
2	2060001	2170000	+	0.046511628
2	2170001	2280000	+	0.015503876
2	2280001	2390000	+	0.015503876
2	2390001	2500000	+	0
2	2500001	2610000	+	0.015503876
2	2610001	2720000	+	0.046511628
2	2720001	2830000	+	0.062015504
2	2830001	2940000	+	0
2	2940001	3050000	+	0
2	3050001	3160000	+	0.031007752
2	3160001	3260000	+	0
2	3320001	3430000	+	0
2	3490001	3600000	+	0
2	3600001	3710000	+	0.015503876
2	3710001	3820000	+	0
2	3820001	3890000	+	0.031007752
2	4000001	4110000	+	0.015503876
2	4110001	4220000	+	0.015503876
2	4220001	4330000	+	0.031007752
2	4330001	4440000	+	0.046511628
2	4440001	4550000	+	0.015503876
2	4550001	4660000	+	0.015503876
2	4660001	4770000	+	0.031007752
2	4770001	4880000	+	0.062015504
2	4880001	4990000	+	0
2	4990001	5100000	+	0
2	5100001	5210000	+	0.046511628
2	5210001	5320000	+	0.015503876
2	5320001	5430000	+	0
2	5430001	5540000	+	0.015503876
2	5540001	5650000	+	0
2	5650001	5760000	+	0.015503876
2	5760001	5870000	+	0.015503876
2	5870001	5980000	+	0.015503876
2	5980001	6050000	+	0
2	6110001	6220000	+	0.23255814
2	6220001	6330000	+	0.031007752
2	6330001	6440000	+	0.046511628
2	6440001	6550000	+	0.015503876
2	6550001	6660000	+	0.031007752
2	6660001	6720000	+	0.046511628
2	6780001	6890000	+	0.015503876
2	6890001	7000000	+	0
2	7000001	7100000	+	0
2	7160001	7270000	+	0.015503876
2	7270001	7350000	+	0
2	7410001	7520000	+	0.015503876
2	7520001	7630000	+	0
2	7630001	7740000	+	0
2	7740001	7850000	+	0.015503876
2	7850001	7960000	+	0.015503876
2	7960001	8070000	+	0.015503876
2	8070001	8180000	+	0.015503876
2	8180001	8290000	+	0.015503876
2	8290001	8400000	+	0.046511628
2	8400001	8510000	+	0.015503876
2	8510001	8590000	+	0.07751938
2	8710001	8820000	+	0.015503876
2	8820001	8930000	+	0.046511628
2	8930001	9040000	+	0
2	9040001	9150000	+	0.031007752
2	9150001	9260000	+	0
2	9260001	9370000	+	0.015503876
2	9370001	9480000	+	0.031007752
2	9480001	9590000	+	0
2	9590001	9700000	+	0
2	9700001	9810000	+	0.062015504
2	9810001	9920000	+	0.07751938
2	9920001	10030000	+	0
2	10030001	10140000	+	0.015503876
2	10140001	10210000	+	0
2	10270001	10380000	+	0.015503876
2	10380001	10490000	+	0
2	10490001	10600000	+	0.062015504
2	10600001	10710000	+	0
2	10710001	10820000	+	0.015503876
2	10820001	10930000	+	0.046511628
2	10930001	11040000	+	0
2	11040001	11150000	+	0.046511628
2	11150001	11260000	+	0.046511628
2	11260001	11370000	+	0
2	11370001	11480000	+	0.015503876
2	11480001	11560000	+	0.015503876
2	11620001	11730000	+	0.015503876
2	11730001	11840000	+	0.031007752
2	11840001	11950000	+	0
2	11950001	12060000	+	0.015503876
2	12060001	12170000	+	0
2	12170001	12280000	+	0.031007752
2	12280001	12390000	+	0
2	12390001	12500000	+	0
2	12500001	12610000	+	0.031007752
2	12610001	12720000	+	0.031007752
2	12720001	12830000	+	0
2	12830001	12940000	+	0.015503876
2	12940001	13050000	+	0.031007752
2	13050001	13160000	+	0
2	13160001	13270000	+	0.046511628
2	13270001	13380000	+	0.015503876
2	13380001	13490000	+	0.015503876
2	13490001	13600000	+	0.062015504
2	13600001	13710000	+	0.015503876
2	13710001	13820000	+	0
2	13820001	13930000	+	0.015503876
2	13930001	14040000	+	0.07751938
2	14040001	14150000	+	0.062015504
2	14150001	14260000	+	0.031007752
2	14260001	14370000	+	0
2	14370001	14480000	+	0.046511628
2	14480001	14590000	+	0
2	14590001	14700000	+	0
2	14700001	14810000	+	0.046511628
2	14810001	14920000	+	0.046511628
2	14920001	15030000	+	0
2	15030001	15140000	+	0
2	15140001	15250000	+	0.062015504
2	15250001	15360000	+	0
2	15360001	15470000	+	0
2	15470001	15490000	+	0
3	1	110000	+	0.015503876
3	110001	220000	+	0.015503876
3	220001	330000	+	0
3	330001	440000	+	0.015503876
3	440001	520000	+	0
3	630001	740000	+	0.062015504
3	740001	850000	+	0.015503876
3	850001	960000	+	0.031007752
3	960001	1070000	+	0.015503876
3	1070001	1180000	+	0.015503876
3	1180001	1290000	+	0.015503876
3	1290001	1340000	+	0.031007752
3	1400001	1510000	+	0.015503876
3	1510001	1620000	+	0.062015504
3	1620001	1730000	+	0.015503876
3	1730001	1840000	+	0.015503876
3	1840001	1950000	+	0
3	1950001	2060000	+	0.046511628
3	2060001	2170000	+	0.015503876
3	2170001	2280000	+	0.046511628
3	2340001	2450000	+	0.015503876
3	2450001	2560000	+	0
3	2560001	2670000	+	0.062015504
3	2670001	2780000	+	0.046511628
3	2780001	2890000	+	0.015503876
3	2890001	3000000	+	0.015503876
3	3000001	3110000	+	0.031007752
3	3110001	3220000	+	0.046511628
3	3340001	3450000	+	0
3	3450001	3560000	+	0.031007752
3	3560001	3670000	+	0.046511628
3	3670001	3780000	+	0
3	3780001	3890000	+	0
3	3890001	3910000	+	0
3	3970001	4080000	+	0.015503876
3	4080001	4190000	+	0
3	4190001	4300000	+	0.031007752
3	4300001	4410000	+	0.015503876
3	4410001	4520000	+	0.046511628
3	4520001	4630000	+	0.031007752
3	4630001	4740000	+	0
3	4740001	4850000	+	0.015503876
3	4850001	4960000	+	0.015503876
3	4960001	5070000	+	0.015503876
3	5070001	5180000	+	0.031007752
3	5180001	5290000	+	0.046511628
3	5290001	5400000	+	0.062015504
3	5400001	5510000	+	0
3	5510001	5620000	+	0.046511628
3	5620001	5730000	+	0
3	5730001	5840000	+	0.015503876
3	5840001	5950000	+	0
3	5950001	6060000	+	0.031007752
3	6060001	6170000	+	0.031007752
3	6170001	6180000	+	0
3	6240001	6350000	+	0.046511628
3	6350001	6460000	+	0.031007752
3	6460001	6570000	+	0.015503876
3	6570001	6680000	+	0.031007752
3	6680001	6790000	+	0
3	6790001	6900000	+	0.015503876
3	6900001	7010000	+	0
3	7010001	7120000	+	0.046511628
3	7120001	7230000	+	0
3	7230001	7340000	+	0.015503876
3	7340001	7450000	+	0
3	7450001	7560000	+	0.031007752
3	7560001	7670000	+	0.046511628
3	7670001	7780000	+	0.015503876
3	7780001	7890000	+	0.015503876
3	7890001	8000000	+	0.031007752
3	8000001	8110000	+	0
3	8110001	8220000	+	0.015503876
3	8220001	8330000	+	0.062015504
3	8330001	8440000	+	0
3	8440001	8550000	+	0.07751938
3	8550001	8660000	+	0.031007752
3	8660001	8750000	+	0.015503876
3	8910001	9020000	+	0.015503876
3	9020001	9130000	+	0.015503876
3	9130001	9240000	+	0.031007752
3	9240001	9330000	+	0
3	9450001	9560000	+	0.015503876
3	9560001	9670000	+	0.015503876
3	9670001	9780000	+	0.062015504
3	9780001	9890000	+	0.031007752
3	9890001	10000000	+	0.015503876
3	10000001	10110000	+	0.015503876
3	10110001	10220000	+	0.015503876
3	10220001	10330000	+	0.062015504
3	10330001	10440000	+	0.015503876
3	10440001	10550000	+	0
3	10550001	10660000	+	0.046511628
3	10660001	10670000	+	0
3	10730001	10840000	+	0.031007752
3	10840001	10950000	+	0.046511628
3	10950001	11060000	+	0
3	11060001	11170000	+	0
3	11170001	11280000	+	0
3	11280001	11390000	+	0.062015504
3	11390001	11500000	+	0.062015504
3	11500001	11600000	+	0
3	11660001	11770000	+	0
3	11770001	11880000	+	0.015503876
3	11880001	11990000	+	0.015503876
3	11990001	12100000	+	0.015503876
3	12100001	12210000	+	0.015503876
3	12210001	12320000	+	0.031007752
3	12320001	12430000	+	0.015503876
3	12430001	12530000	+	0
3	12640001	12750000	+	0.015503876
3	12750001	12860000	+	0
3	12860001	12970000	+	0.015503876
3	12970001	13060000	+	0
3	13120001	13230000	+	0
4	1	110000	+	0
4	110001	220000	+	0
4	220001	330000	+	0.015503876
4	330001	440000	+	0
4	440001	490000	+	0
4	600001	710000	+	0
4	710001	820000	+	0
4	820001	840000	+	0
4	900001	1010000	+	0
4	1010001	1120000	+	0.015503876
4	1120001	1230000	+	0.015503876
4	1230001	1340000	+	0
4	1340001	1430000	+	0
4	1490001	1600000	+	0
4	1600001	1710000	+	0.015503876
4	1710001	1820000	+	0.015503876
4	1820001	1930000	+	0
4	1930001	2040000	+	0.031007752
4	2040001	2150000	+	0
4	2150001	2260000	+	0.062015504
4	2260001	2370000	+	0.062015504
4	2370001	2480000	+	0
4	2480001	2590000	+	0.046511628
4	2590001	2700000	+	0.015503876
4	2700001	2810000	+	0
4	2810001	2920000	+	0.031007752
4	2920001	3030000	+	0.062015504
4	3030001	3140000	+	0.015503876
4	3140001	3250000	+	0.031007752
4	3250001	3350000	+	0
4	3410001	3520000	+	0
4	3520001	3630000	+	0
4	3630001	3740000	+	0.015503876
4	3740001	3850000	+	0.046511628
4	3850001	3960000	+	0.031007752
4	3960001	4070000	+	0
4	4070001	4180000	+	0.031007752
4	4180001	4290000	+	0.031007752
4	4290001	4400000	+	0
4	4400001	4440000	+	0
4	4500001	4610000	+	0.031007752
4	4610001	4720000	+	0
4	4720001	4830000	+	0
4	4830001	4870000	+	0
4	4930001	5040000	+	0
4	5040001	5150000	+	0.046511628
4	5150001	5260000	+	0.015503876
4	5260001	5370000	+	0
4	5370001	5480000	+	0.046511628
4	5480001	5550000	+	0.015503876
4	5610001	5720000	+	0
4	5720001	5830000	+	0
4	5830001	5940000	+	0.015503876
4	5940001	6050000	+	0.015503876
4	6050001	6160000	+	0.031007752
4	6160001	6270000	+	0.031007752
4	6270001	6380000	+	0
4	6380001	6490000	+	0.046511628
4	6490001	6600000	+	0.031007752
4	6600001	6710000	+	0
4	6710001	6820000	+	0.015503876
4	6820001	6930000	+	0
4	6930001	7040000	+	0
4	7040001	7150000	+	0
4	7150001	7260000	+	0.015503876
4	7260001	7370000	+	0.07751938
4	7370001	7480000	+	0.015503876
4	7480001	7590000	+	0.015503876
4	7590001	7700000	+	0.046511628
4	7700001	7810000	+	0
4	7810001	7860000	+	0.031007752
4	7920001	8030000	+	0.015503876
4	8030001	8140000	+	0.015503876
4	8140001	8200000	+	0
4	8260001	8370000	+	0.031007752
4	8370001	8480000	+	0.031007752
4	8480001	8590000	+	0
4	8590001	8700000	+	0.031007752
4	8700001	8760000	+	0.015503876
4	8820001	8930000	+	0.031007752
4	8930001	9040000	+	0.062015504
4	9040001	9130000	+	0
4	9190001	9300000	+	0
4	9300001	9410000	+	0.031007752
4	9410001	9520000	+	0.046511628
4	9520001	9630000	+	0.015503876
4	9630001	9740000	+	0
4	9740001	9850000	+	0.031007752
4	9850001	9960000	+	0.046511628
4	9960001	10070000	+	0.031007752
4	10070001	10180000	+	0
4	10180001	10290000	+	0.046511628
4	10290001	10400000	+	0.07751938
4	10400001	10510000	+	0.015503876
4	10510001	10620000	+	0.015503876
4	10620001	10730000	+	0.046511628
4	10730001	10840000	+	0.031007752
4	10840001	10950000	+	0.031007752
4	10950001	11060000	+	0
4	11060001	11170000	+	0
4	11170001	11280000	+	0
4	11280001	11390000	+	0
4	11390001	11500000	+	0
4	11500001	11610000	+	0.031007752
4	11610001	11630000	+	0.015503876
4	11790001	11900000	+	0
4	11900001	12010000	+	0.015503876
4	12010001	12120000	+	0.046511628
4	12120001	12230000	+	0.046511628
4	12230001	12340000	+	0.046511628
4	12340001	12450000	+	0
4	12450001	12560000	+	0
4	12560001	12670000	+	0
4	12670001	12710000	+	0
5	1	110000	+	0
5	110001	220000	+	0
5	220001	330000	+	0
5	330001	440000	+	0.031007752
5	440001	530000	+	0.015503876
5	590001	700000	+	0
5	700001	810000	+	0.015503876
5	810001	920000	+	0.015503876
5	920001	1030000	+	0
5	1030001	1140000	+	0
5	1140001	1250000	+	0.031007752
5	1250001	1360000	+	0
5	1360001	1470000	+	0
5	1470001	1580000	+	0.031007752
5	1580001	1690000	+	0.015503876
5	1690001	1800000	+	0.015503876
5	1800001	1910000	+	0.031007752
5	1910001	2020000	+	0.015503876
5	2020001	2130000	+	0.046511628
5	2130001	2240000	+	0.031007752
5	2240001	2250000	+	0
5	2370001	2480000	+	0.031007752
5	2480001	2590000	+	0.015503876
5	2590001	2700000	+	0
5	2700001	2710000	+	0
5	2770001	2880000	+	0.015503876
5	2880001	2990000	+	0.031007752
5	2990001	3100000	+	0.031007752
5	3100001	3210000	+	0
5	3210001	3240000	+	0
5	3300001	3410000	+	0
5	3470001	3580000	+	0
5	3580001	3690000	+	0
5	3690001	3800000	+	0.015503876
5	3800001	3910000	+	0.031007752
5	3910001	3930000	+	0
5	3990001	4100000	+	0
5	4100001	4210000	+	0
5	4210001	4320000	+	0.031007752
5	4320001	4430000	+	0.031007752
5	4430001	4540000	+	0
5	4540001	4650000	+	0.015503876
5	4650001	4740000	+	0
5	4800001	4910000	+	0
5	4910001	5020000	+	0
5	5020001	5130000	+	0.015503876
5	5130001	5240000	+	0.031007752
5	5240001	5350000	+	0.015503876
5	5350001	5460000	+	0.046511628
5	5460001	5570000	+	0.015503876
5	5570001	5680000	+	0
5	5680001	5790000	+	0.015503876
5	5790001	5900000	+	0.015503876
5	5900001	6010000	+	0.015503876
5	6010001	6120000	+	0
5	6120001	6230000	+	0.015503876
5	6230001	6340000	+	0.031007752
5	6340001	6450000	+	0
5	6450001	6530000	+	0.015503876
5	6640001	6750000	+	0.062015504
5	6750001	6860000	+	0.015503876
5	6860001	6970000	+	0.015503876
5	6970001	7080000	+	0
5	7080001	7190000	+	0.015503876
5	7190001	7300000	+	0
5	7300001	7370000	+	0
5	7430001	7540000	+	0.015503876
5	7540001	7650000	+	0.015503876
5	7650001	7760000	+	0.031007752
5	7760001	7870000	+	0.015503876
5	7870001	7980000	+	0.015503876
5	7980001	8090000	+	0.031007752
5	8090001	8200000	+	0.015503876
5	8200001	8310000	+	0
5	8310001	8420000	+	0
5	8420001	8530000	+	0.015503876
5	8530001	8610000	+	0.015503876
5	8670001	8780000	+	0.015503876
5	8780001	8890000	+	0.015503876
5	8890001	9000000	+	0
5	9000001	9110000	+	0.015503876
5	9110001	9200000	+	0
5	9260001	9370000	+	0.015503876
5	9370001	9480000	+	0.015503876
5	9480001	9590000	+	0
5	9590001	9700000	+	0.031007752
5	9700001	9810000	+	0.046511628
5	9810001	9920000	+	0
5	9920001	10030000	+	0.015503876
5	10030001	10140000	+	0.046511628
5	10140001	10250000	+	0.015503876
5	10250001	10360000	+	0
5	10360001	10470000	+	0.015503876
5	10470001	10580000	+	0.015503876
5	10580001	10690000	+	0.062015504
5	10690001	10800000	+	0
5	10800001	10910000	+	0.015503876
5	10910001	11020000	+	0.031007752
5	11020001	11130000	+	0.031007752
5	11130001	11240000	+	0.015503876
5	11240001	11350000	+	0.015503876
5	11350001	11460000	+	0
5	11460001	11570000	+	0
5	11570001	11680000	+	0.07751938
5	11680001	11790000	+	0
5	11790001	11900000	+	0
5	11900001	12010000	+	0.062015504
5	12010001	12060000	+	0
5	12120001	12230000	+	0
5	12230001	12340000	+	0.015503876
5	12340001	12410000	+	0
5	12470001	12580000	+	0.031007752
5	12580001	12590000	+	0.093023256
5	12700001	12810000	+	0.046511628
5	12810001	12920000	+	0
5	12920001	13030000	+	0
5	13030001	13140000	+	0.015503876
5	13140001	13250000	+	0
5	13250001	13360000	+	0.031007752
5	13360001	13470000	+	0
5	13470001	13570000	+	0
5	13680001	13790000	+	0
5	13790001	13900000	+	0.031007752
5	13900001	14010000	+	0.015503876
5	14010001	14120000	+	0.015503876
5	14120001	14230000	+	0
5	14230001	14340000	+	0.170542636
5	14340001	14360000	+	0
6	1	110000	+	0.031007752
6	110001	220000	+	0
6	220001	330000	+	0
6	330001	440000	+	0.015503876
6	440001	550000	+	0.046511628
6	550001	660000	+	0
6	660001	770000	+	0.031007752
6	770001	790000	+	0
6	850001	960000	+	0
6	960001	1070000	+	0
6	1070001	1180000	+	0
6	1180001	1290000	+	0
6	1290001	1400000	+	0.015503876
6	1400001	1440000	+	0
6	1660001	1770000	+	0.015503876
6	1770001	1790000	+	0
6	1850001	1960000	+	0.046511628
6	1960001	2070000	+	0
6	2070001	2180000	+	0.015503876
6	2180001	2190000	+	0
6	2250001	2340000	+	0
6	2400001	2510000	+	0
6	2510001	2620000	+	0
6	2620001	2730000	+	0
6	2730001	2760000	+	0
6	2820001	2930000	+	0.07751938
6	2930001	3040000	+	0
6	3040001	3150000	+	0
6	3150001	3260000	+	0.015503876
6	3260001	3310000	+	0
6	3370001	3460000	+	0
6	3520001	3630000	+	0.015503876
6	3630001	3740000	+	0.015503876
6	3740001	3820000	+	0.046511628
6	3880001	3990000	+	0
6	3990001	4090000	+	0
6	4150001	4260000	+	0.031007752
6	4260001	4370000	+	0
6	4370001	4480000	+	0
6	4480001	4590000	+	0
6	4590001	4700000	+	0
6	4700001	4810000	+	0
6	4810001	4920000	+	0.046511628
6	4920001	5030000	+	0.046511628
6	5030001	5060000	+	0
6	5120001	5230000	+	0.015503876
6	5230001	5340000	+	0
6	5340001	5450000	+	0.015503876
6	5450001	5560000	+	0
6	5560001	5670000	+	0.015503876
6	5670001	5780000	+	0
6	5780001	5890000	+	0.263565892
6	5890001	6000000	+	0
6	6000001	6110000	+	0
6	6110001	6220000	+	0
6	6220001	6330000	+	0
6	6330001	6370000	+	0
6	6430001	6540000	+	0.015503876
6	6540001	6650000	+	0
6	6650001	6760000	+	0
6	6760001	6870000	+	0.062015504
6	6870001	6980000	+	0
6	6980001	7090000	+	0
6	7090001	7200000	+	0.031007752
6	7200001	7310000	+	0
6	7310001	7420000	+	0.062015504
6	7420001	7530000	+	0.015503876
6	7530001	7620000	+	0.015503876
6	7740001	7850000	+	0
6	7850001	7960000	+	0.015503876
6	7960001	7990000	+	0
6	8100001	8210000	+	0.015503876
6	8210001	8320000	+	0
6	8320001	8430000	+	0
6	8430001	8540000	+	0.031007752
6	8540001	8650000	+	0.015503876
6	8650001	8760000	+	0
6	8760001	8870000	+	0.015503876
6	8870001	8980000	+	0.031007752
6	8980001	9090000	+	0.015503876
6	9090001	9200000	+	0
6	9200001	9310000	+	0
6	9310001	9420000	+	0.015503876
6	9420001	9530000	+	0
6	9530001	9640000	+	0.046511628
6	9640001	9750000	+	0
6	9750001	9860000	+	0.046511628
6	9860001	9970000	+	0.031007752
6	9970001	10080000	+	0.046511628
6	10080001	10120000	+	0
6	10230001	10280000	+	0.015503876
6	10340001	10450000	+	0
6	10450001	10560000	+	0.031007752
6	10560001	10670000	+	0
6	10670001	10780000	+	0
6	10780001	10890000	+	0
6	10890001	11000000	+	0
6	11000001	11110000	+	0.015503876
6	11110001	11220000	+	0.015503876
6	11220001	11330000	+	0.015503876
6	11330001	11440000	+	0.031007752
6	11440001	11550000	+	0
6	11550001	11660000	+	0.015503876
6	11660001	11770000	+	0.031007752
6	11770001	11880000	+	0.015503876
6	11940001	12030000	+	0.015503876
